"MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","State","AU_ID","AU_NAME","Dist_to_AU_m","LongitudeMeasure","LatitudeMeasure"
"USGS-09188500","GREEN RIVER AT WARREN BRIDGE, NEAR DANIEL, WY","Stream","Wyoming","WYGR140401010200_01","Green River",577.422376860674,-110.118861100002,43.0190833000015
"USGS-09192600","GREEN RIVER NEAR BIG PINEY, WY","Stream","Wyoming","WYGR140401020203_00","New Fork River",1515.6914056602,-109.950151900002,42.5704991500016
"USGS-09196500","PINE CREEK ABOVE FREMONT LAKE, WY","Stream","Wyoming","WYGR140401020203_00","New Fork River",6593.97528926572,-109.773527800002,43.0270555600015
"USGS-09198000","PINE CREEK AT PINEDALE, WY","Stream","Wyoming","WYGR140401020203_00","New Fork River",1596.80071699483,-109.868208900002,42.8663324000015
"USGS-09209400","GREEN RIVER NEAR LA BARGE, WY","Stream","Wyoming","WYGR140401011306_01","Fontenelle Creek",10668.0313992014,-110.163214000002,42.1927215700015
"USGS-09211200","GREEN RIVER BELOW FONTENELLE RESERVOIR, WY","Stream","Wyoming","WYGR140401011306_01","Fontenelle Creek",12575.9739592582,-110.049805600002,42.0209722000016
"USGS-09216550","DEADMAN WASH NEAR POINT OF ROCKS, WY","Stream","Wyoming","WYGR140401050506_01","Bitter Creek",4567.44006488874,-108.738713900002,41.6746250000016
"USGS-09216560","BITTER CREEK NEAR POINT OF ROCKS, WY","Stream","Wyoming","WYGR140401050506_01","Bitter Creek",1402.71448220121,-108.777305600002,41.6741111000016
"USGS-09217000","GREEN RIVER NEAR GREEN RIVER, WY","Stream","Wyoming","WYGR140401050506_01","Bitter Creek",190.426648393352,-109.449023400002,41.5163536600016
"USGS-09217010","GREEN RIVER BELOW GREEN RIVER, WY","Stream","Wyoming","WYGR140401050506_01","Bitter Creek",2109.73881004026,-109.438745500002,41.4960760000016
"USGS-09218500","BLACKS FORK NEAR MILLBURNE, WY","Stream","Wyoming","WYGR140401070205_01","Willow Creek",3681.00447198031,-110.579332400002,41.0316136700016
"USGS-09258050","Muddy Creek above Olson Draw, near Dad, WY","Stream","Wyoming","WYLS140500040103_01","Muddy Creek",4475.93958970556,-107.602500000002,41.4783333000017
"USGS-09259050","Little Snake R bl Gibson Blair Ditch, nr Baggs, WY","Stream","Wyoming","COLCLY17a_A","Little Snake River, tributaries.",3051.2533124895,-107.683727800002,41.0290111000017
"USGS-13015000","GROS VENTRE RIVER AT ZENITH, WY","Stream","Wyoming","WYSR170401030205_01","Flat Creek",8051.76823019801,-110.762777800002,43.5572222000015
"USGS-13016450","FISH CREEK AT WILSON, WY","Stream","Wyoming","WYSR170401030205_01","Flat Creek",7594.03097398581,-110.871600000002,43.5007600500015
"USGS-13018750","SNAKE RIVER BELOW FLAT CREEK, NEAR JACKSON, WY","Stream","Wyoming","WYSR170401030205_01","Flat Creek",1478.72635439186,-110.738611100002,43.3722222000015
"USGS-411805110233701","Threemile Ck at County Rd 217, nr Ft Bridger, WY","Stream","Wyoming","WYGR140401070106_01","Blacks Fork",120.260895770326,-110.393730600002,41.3014194400015
"USGS-422907108194101","Sweetwater R ab Ladysmith Cr nr Sweetwater Sta, WY","Stream","Wyoming","WYBH100800020301_01","Little Beaver Creek",14191.0465038779,-108.328047200002,42.4852666700016
"USGS-423110109025901","Sweetwater R ab Clear Cr nr, South Pass City, WY","Stream","Wyoming","WYNP101800060204_01","Willow Creek",13925.8283885379,-109.049630600002,42.5194944400016
"USGS-432211110264402","Granite Hot Springs Swimming Pool Outflow - G2","Stream","Wyoming","WYGR140401010200_01","Green River",16789.5869970773,-110.445627800002,43.3696027800015
"USGS-440653110411201","Huckleberry Cr at Huckleberry HS inflow H-4","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",29000.1323947605,-110.686683300002,44.1146861000014
"USGS-442649109053201","Sulphur Creek above Lakeview Creek, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",16944.4368504474,-109.092261100002,44.4469083000015
"USGS-442651109053301","Sulphur Creek below Lakeview Creek, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",16916.6732917605,-109.092486100002,44.4474000000015
"USGS-443126109050601","Sulphur Creek at mouth, at Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",11449.8719990815,-109.085019400002,44.5238305600015
"USGS-443254109013701","Cottonwood Creek at mouth, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",6111.46225669031,-109.026991700002,44.5482055600015
"USGS-443332108595001","Sage Creek at mouth, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",3461.7615871328,-108.997166700002,44.5588861000015
"USGS-443353108593601","Idaho Creek at mouth, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",2963.17715047854,-108.993413900002,44.5647055600015
"USGS-443437108581501","Dry Creek at mouth, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",1031.51391139264,-108.970833300002,44.5768888900015
"USGS-443438108582301","Dry Gulch at mouth, near Cody, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",1214.01589909259,-108.973138900002,44.5772777800015
"USGS-443817108562701","Iron Creek at mouth, near Ralston, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",6545.19183386482,-108.940822200002,44.6379944000015
"USGS-443927108555301","Buck Creek at mouth, near Ralston, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",8824.80314428071,-108.931361100002,44.6575000000015
"USGS-445909110412301","Gardner Riv at Boiling Riv conflu nr Mammoth, WY","Stream","Wyoming","MT43B001_011","Yellowstone River",4591.26263607687,-110.689666700002,44.9859444000014
"1119USBR_WQX-HUN002","Hungry Horse reservoir at Logbom","Stream","Montana","MT76J001_010","South Fork Flathead River",335.99938746579,-114.008000000002,48.3410000000011
"1119USBR_WQX-JAC101","SNAKE R BELOW JACKSON LK DAM","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",23419.4864033299,-110.589722200002,43.8591667000015
"1119USBR_WQX-MIN101","GRASSY CK AT GRASSY OUTLET WORKS","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",18570.4921100111,-110.819166700002,44.1305556000014
"11NPSWRD_WQX-BICA_BHR1","Bighorn River near St. Xavier","Stream","Montana","WYBH100800100600_01","Porcupine Creek",37851.6210060166,-107.918721100002,45.3166263000015
"11NPSWRD_WQX-BICA_BHR2","Bighorn River at Kane","Stream","Wyoming","WYBH100800140504_00","Shoshone River",11849.9281926316,-108.181497200002,44.7585662000015
"11NPSWRD_WQX-BICA_LCR2","Layout Creek below road","Stream","Montana","MT43P002_010","Crooked Creek",10939.2502784089,-108.250865900002,45.0771779000015
"11NPSWRD_WQX-BICA_MIDDLE_LAYOUT","Middle Layout - LCR1.5","Stream","Montana","MT43P002_010","Crooked Creek",8267.98658545649,-108.284360000002,45.0920000000015
"11NPSWRD_WQX-GRTE_BCPL","Beaver Creek Powerlines","Stream","Wyoming","WYSR170401030205_01","Flat Creek",22901.8694998472,-110.734913400002,43.6895814200014
"11NPSWRD_WQX-GRTE_BCSH","Beaver Creek North of Shade House","Stream","Wyoming","WYSR170401030205_01","Flat Creek",22956.5824752345,-110.738046200002,43.6903067900014
"11NPSWRD_WQX-GRTE_BCTPR","Beaver Creek at Teton Park Road","Stream","Wyoming","WYSR170401030205_01","Flat Creek",22616.2818657246,-110.731464000002,43.6867109100015
"11NPSWRD_WQX-GRTE_CC","Cottonwood Creek","Stream","Wyoming","WYSR170401030205_01","Flat Creek",21849.5544587045,-110.706176200002,43.6765660600015
"11NPSWRD_WQX-GRTE_HC","Huckleberry Creek","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",29094.9771492643,-110.685474900002,44.1141128800014
"11NPSWRD_WQX-GRTE_PC","Polecat Creek","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",29149.4552906231,-110.684661900002,44.1091614300014
"11NPSWRD_WQX-GRTE_SNR01","Snake River at Old Flagg Ranch 1000' Below Bridge","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",30203.0499863448,-110.671553300002,44.1017725000014
"11NPSWRD_WQX-GRTE_SNR02","Snake River Below Site of New Visitor's Center","Stream","Wyoming","WYSR170401030205_01","Flat Creek",19079.5080829951,-110.715860000002,43.6526100000015
"11NPSWRD_WQX-GRTE_TC","Taggart Creek","Stream","Wyoming","WYSR170401030205_01","Flat Creek",23363.4237841087,-110.732061000002,43.6935265500015
"11NPSWRD_WQX-ROMN_GLAC_S01","Swiftcurrent Creek","Stream","Montana","MT40T002_010","Divide Creek",18597.6938017788,-113.681000000002,48.7953000000011
"11NPSWRD_WQX-ROMN_GLAC_S04","Reynolds Creek","Stream","Montana","MT40T002_010","Divide Creek",20570.5393501012,-113.717000000002,48.6912000000011
"11NPSWRD_WQX-ROMN_LIBI_S01","Little Bighorn River","Stream","Montana","MT43R002_010","Tullock Creek",25037.0842555459,-107.442000000002,45.5664000000015
"11NPSWRD_WQX-YELL_LM000.5M","Lamar River at USGS Gage near Ranger Station","Stream","Wyoming","MT43B001_011","Yellowstone River",15270.8303713187,-110.393864900002,44.9286225100014
"11NPSWRD_WQX-YELL_MDR","Madison River near West Yellowstone, MT","Stream","Montana","MT41F006_010","South Fork Madison River",7380.46965072198,-111.102835000002,44.7155490000014
"21NEB001_WQX-SNP3NPLAT577","North Platte River at Nebraska-Wyoming State Line","Stream","Wyoming","NE-NP3-30500","Sheep Creek",8008.42689975954,-104.053420000002,41.9885200000019
"ADVENTURESCIENTISTS-43.20.110.85","Snake River Headwaters Wild and Scenic River-43.20.110.85","Stream","Wyoming","ID17040104SK010_02","1st & 2nd Order Streams flowing into Palisades Reservoir",15877.326010633,-110.849401900002,43.2048058900015
"ADVENTURESCIENTISTS-43.20.110.88","Snake Wild and Scenic River-43.20.110.88","Stream","Wyoming","ID17040104SK010_02","1st & 2nd Order Streams flowing into Palisades Reservoir",13205.2897959662,-110.883893800002,43.1959796000015
"ADVENTURESCIENTISTS-43.20.110.89","Snake Wild and Scenic River-43.20.110.89","Stream","Wyoming","ID17040104SK010_02","1st & 2nd Order Streams flowing into Palisades Reservoir",12685.3777162807,-110.890272500002,43.1964044000015
"ADVENTURESCIENTISTS-43.21.110.79","Snake Wild and Scenic River-43.21.110.79","Stream","Wyoming","WYSR170401030205_01","Flat Creek",19466.3625519063,-110.787036700002,43.2129873000015
"ADVENTURESCIENTISTS-43.28.110.53","Granite Creek (Snake River Headwaters Wild and Scenic River)-43.28.110.53","Stream","Wyoming","WYSR170401030205_01","Flat Creek",20552.9966316867,-110.532189000002,43.2833323000015
"ADVENTURESCIENTISTS-43.28.110.54","Hoback River (Snake River Headwaters Wild and Scenic River)-43.28.110.54","Stream","Wyoming","WYSR170401030205_01","Flat Creek",20337.5083239096,-110.535438600002,43.2832629000015
"ADVENTURESCIENTISTS-43.28.110.59","Hoback River (Snake River Headwaters Wild and Scenic River)-43.28.110.59","Stream","Wyoming","WYSR170401030205_01","Flat Creek",16775.1213157436,-110.593714500002,43.2811819700015
"ADVENTURESCIENTISTS-43.28.110.61","Hoback River (Snake River Headwaters Wild and Scenic River)-43.28.110.61","Stream","Wyoming","WYSR170401030205_01","Flat Creek",16081.2178468837,-110.606958300002,43.2803283000015
"ADVENTURESCIENTISTS-43.30.110.78","Snake River Headwaters Wild and Scenic River-43.30.110.78","Stream","Wyoming","WYSR170401030205_01","Flat Creek",9698.53206591169,-110.775043000002,43.3009607500015
"ADVENTURESCIENTISTS-43.32.110.73","Hoback River (Snake River Headwaters Wild and Scenic River)-43.32.110.73","Stream","Wyoming","WYSR170401030205_01","Flat Creek",7276.88816936498,-110.730619700002,43.3203006000015
"ADVENTURESCIENTISTS-43.32.110.74","Snake River Headwaters Wild and Scenic River-43.32.110.74","Stream","Wyoming","WYSR170401030205_01","Flat Creek",7457.2857986982,-110.735805100002,43.3182374400015
"ADVENTURESCIENTISTS-43.37.110.45","Granite Creek (Snake River Headwaters Wild and Scenic River)-43.37.110.45","Stream","Wyoming","WYGR140401010200_01","Green River",16795.9443106699,-110.445834000002,43.3692769100015
"ADVENTURESCIENTISTS-43.37.110.74","Snake River Headwaters Wild and Scenic River-43.37.110.74","Stream","Wyoming","WYSR170401030205_01","Flat Creek",1488.72782535175,-110.738817400002,43.3720886000014
"ADVENTURESCIENTISTS-43.39.110.76","Snake River Headwaters Wild and Scenic River-43.39.110.76","Stream","Wyoming","WYSR170401030205_01","Flat Creek",697.912127455795,-110.755998800002,43.3879550700015
"ADVENTURESCIENTISTS-43.58.110.31","Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.58.110.31","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",17078.0198913529,-110.311087900002,43.5759386200015
"ADVENTURESCIENTISTS-43.62.110.49","Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.62.110.49","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",20409.3497608012,-110.488604400002,43.6248113600015
"ADVENTURESCIENTISTS-43.62.110.62","Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.62.110.62","Stream","Wyoming","WYSR170401030205_01","Flat Creek",19035.3199486888,-110.622373400002,43.6209150000015
"ADVENTURESCIENTISTS-43.63.110.5","Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.63.110.5","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",20206.6325406164,-110.499686800002,43.6346658500015
"ADVENTURESCIENTISTS-43.63.110.54","Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.63.110.54","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",23308.3428888607,-110.544737000002,43.6289711000015
"ADVENTURESCIENTISTS-43.63.110.55","Gros Ventre River (Snake River Headwaters Wild and Scenic River)-43.63.110.55","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",23329.3368243199,-110.545192000002,43.6290698000015
"ADVENTURESCIENTISTS-43.66.110.71","Snake Wild and Scenic River-43.66.110.71","Stream","Wyoming","WYSR170401030205_01","Flat Creek",19398.5083938962,-110.714415000002,43.6553180000015
"ADVENTURESCIENTISTS-43.76.110.63","Snake River Headwaters Wild and Scenic River-43.76.110.63","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",24402.1656165919,-110.627195000002,43.7610851000015
"ADVENTURESCIENTISTS-43.77.110.6","Snake River Headwaters Wild and Scenic River-43.77.110.6","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",21850.9299177991,-110.595775300002,43.7671401400015
"ADVENTURESCIENTISTS-43.78.110.58","Snake River Headwaters Wild and Scenic River-43.78.110.58","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",20878.4821551426,-110.583260100002,43.7817224000015
"ADVENTURESCIENTISTS-43.78.110.59","Snake River Headwaters Wild and Scenic River-43.78.110.59","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",21095.9469939054,-110.586328400002,43.7758541500015
"ADVENTURESCIENTISTS-43.82.110.35","Blackrock Creek (Snake River Headwaters Wild and Scenic River)-43.82.110.35","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",4923.62555348996,-110.350048500002,43.8242342200015
"ADVENTURESCIENTISTS-43.84.110.44","Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.84.110.44","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",11428.3699301801,-110.437035000002,43.8413370700015
"ADVENTURESCIENTISTS-43.84.110.51","Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.84.110.51","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",16820.33539114,-110.512749200002,43.8387118000014
"ADVENTURESCIENTISTS-43.84.110.52","Snake River Headwaters Wild and Scenic River-43.84.110.52","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",17041.5273644039,-110.515215800002,43.8396239800015
"ADVENTURESCIENTISTS-43.85.110.27","Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.85.110.27","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",5990.54534833012,-110.265287800002,43.8540288000015
"ADVENTURESCIENTISTS-43.85.110.52","Pacific Creek (Snake River Headwaters Wild and Scenic River)-43.85.110.52","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",17608.9026915938,-110.519096900002,43.8465686000014
"ADVENTURESCIENTISTS-43.86.110.27","Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.86.110.27","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",6450.89573540852,-110.270560900002,43.8566110100015
"ADVENTURESCIENTISTS-43.91.110.2","Buffalo Fork (Snake River Headwaters Wild and Scenic River)-43.91.110.2","Stream","Wyoming","WYSR170401010503_01","North Fork Spread Creek",11059.4226041482,-110.201508800002,43.9054605700015
"ADVENTURESCIENTISTS-44.10.110.67","Snake Wild and Scenic River-44.10.110.67","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",30338.2885564963,-110.669902500002,44.1004417000014
"ADVENTURESCIENTISTS-44.14.110.66","Snake River Headwaters Wild and Scenic River-44.14.110.66","Stream","Wyoming","ID17040203SK011_04","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",31092.5968069636,-110.663306100002,44.1408706700014
"ADVENTURESCIENTISTS-44.24.110.65","Lewis River (Snake River Headwaters Wild and Scenic River)-44.24.110.65","Stream","Wyoming","ID17040202SK011_02","Robinson Creek - Idaho/Wyoming border",32239.1850298776,-110.646029500002,44.2431676000014
"ADVENTURESCIENTISTS-44.35.110.65","Lewis River (Snake River Headwaters Wild and Scenic River)-44.35.110.65","Stream","Wyoming","ID17040203SK011_02","Boundary Creek - Idaho/Wyoming border (T12N, R46E, Sec. 06)",31791.4236113536,-110.652134000002,44.3480668300014
"ADVENTURESCIENTISTS-44.81.109.43","Clarks Fork Wild and Scenic River-44.81.109.43","Stream","Wyoming","WYYR100700060304_01","Dead Indian Creek",4643.0057818073,-109.434310700002,44.8134355000015
"ADVENTURESCIENTISTS-44.84.109.32","Clarks Fork Wild and Scenic River-44.84.109.32","Stream","Wyoming","WYYR100700060304_01","Dead Indian Creek",8162.21313607559,-109.322438800002,44.8413789400015
"ADVENTURESCIENTISTS-44.84.109.33","Clarks Fork Wild and Scenic River-44.84.109.33","Stream","Wyoming","WYYR100700060304_01","Dead Indian Creek",7887.8160853602,-109.326888800002,44.8408171700015
"ADVENTURESCIENTISTS-44.87.109.65","Clarks Fork Wild and Scenic River-44.87.109.65","Stream","Wyoming","WYYR100700060101_01","Clarks Fork Yellowstone River",13261.3085952454,-109.645395100002,44.8681380000015
"ADVENTURESCIENTISTS-45.18.109.65","East Rosebud Creek Wild and Scenic River-45.18.109.65","Stream","Montana","MT43C002_062","East Rosebud Creek",1019.66839228074,-109.646115000002,45.1814256200015
"BLCKFEET-00000001","Swiftcurrent Creek #2","Stream","Montana","MT40T002_010","Divide Creek",10249.6359301565,-113.434227800002,48.8431194400011
"BLCKFEET-00000002","St. Mary River #1","Stream","Montana","MT40T002_010","Divide Creek",124.802754665346,-113.436500000002,48.7520305600011
"BLCKFEET-00000003","St. Mary River #2","Stream","Montana","MT40T002_010","Divide Creek",11366.3489458311,-113.416422200002,48.8522722200011
"BLCKFEET-00000004","St. Mary River #4","Stream","Montana","MT40T002_010","Divide Creek",21904.6684949874,-113.371430600002,48.9431361100011
"BLCKFEET-00000005","Milk River #1","Stream","Montana","MT40T002_010","Divide Creek",32927.4679524344,-113.016547200002,48.8597305600011
"BLCKFEET-00000006","Milk River #2","Stream","Montana","MT41L001_010","Old Maids Coulee",42417.3909939017,-112.753591700002,48.9538833300011
"BLCKFEET-00000007","Milk River #3","Stream","Montana","MT41L001_010","Old Maids Coulee",33750.3040480294,-112.571311100002,48.9894138900011
"BLCKFEET-00000008","Cut Bank Creek #1","Stream","Montana","MT41M002_020","Midvale Creek",18627.6781990352,-113.122938900002,48.5857388900011
"BLCKFEET-00000009","Cut Bank Creek #3","Stream","Montana","MT41L001_040","Cut Bank Creek",28785.1986129992,-112.759625000002,48.6613416700011
"BLCKFEET-00000012","Willow Creek #1","Stream","Montana","MT41M002_020","Midvale Creek",17644.9993715693,-113.089988900002,48.5554138900011
"BLCKFEET-00000013","Willow Creek #2","Stream","Montana","MT41M002_020","Midvale Creek",23658.9351616059,-112.988186100002,48.5546027800011
"BLCKFEET-00000014","Willow Creek #3","Stream","Montana","MT41L001_040","Cut Bank Creek",27776.9769091516,-112.745811100002,48.6555500000011
"BLCKFEET-00000016","Two Medicine River #5","Stream","Montana","MT41M002_081","Birch Creek",24476.90720143,-112.802533300002,48.4728555600011
"BLCKFEET-00000017","Two Medicine River #6","Stream","Montana","MT41L001_040","Cut Bank Creek",6917.71484038445,-112.358083300002,48.4724750000012
"BLCKFEET-00000018","Badger Creek #1","Stream","Montana","MT41M002_050","South Fork Badger Creek",13027.9817046931,-112.974608300002,48.3277027800012
"BLCKFEET-00000023","Birch Creek #4 (aka Two Med)","Stream","Montana","MT41M001_010","Two Medicine River",23.3801867378642,-112.228511100002,48.4838083300012
"BLCKFEET-00000024","Little Badger Creek #1","Stream","Montana","MT41M002_030","South Fork Two Medicine River",14189.8525783754,-113.002294400002,48.3578222200011
"BLCKFEET-00000025","Whitetail Creek #1","Stream","Montana","MT41M002_081","Birch Creek",15548.4735299858,-112.767975000002,48.3765277800011
"BLCKFEET-00000026","Cut Bank Creek #2","Stream","Montana","MT41M002_020","Midvale Creek",25269.3911549277,-113.036663900002,48.6166666700011
"BLCKFEET-00000027","Blacktail Creek #1","Stream","Montana","MT41M002_081","Birch Creek",3468.6162048194,-112.620986100002,48.3231916700011
"BLCKFEET-00000028","Two Medicine River #1","Stream","Montana","MT41M002_020","Midvale Creek",4703.9820228548,-113.262394400002,48.4914444400011
"BLCKFEET-00000029","Two Medicine River #3","Stream","Montana","MT41M002_030","South Fork Two Medicine River",15417.1058469509,-112.991088900002,48.4264611100011
"BLCKFEET-00000032","Swiftcurrent Creek #1","Stream","Montana","MT40T002_010","Divide Creek",10593.9567587389,-113.517302800002,48.8300944400011
"BLCKFEET-00000033","Boulder Creek #1","Stream","Montana","MT40T002_010","Divide Creek",9223.30008510207,-113.459625000002,48.8325500000011
"BLCKFEET-00000035","Kennedy Creek #1","Stream","Montana","MT40T002_010","Divide Creek",18180.7759291449,-113.435511100002,48.9144583300011
"BLCKFEET-00000036","Middle Fork Milk River #1","Stream","Montana","MT40T002_010","Divide Creek",19373.2219036046,-113.214366700002,48.8443694400011
"BLCKFEET-00000037","Dry Fork Milk River #1","Stream","Montana","MT40T002_010","Divide Creek",19434.5784322517,-113.201094400002,48.8309055600011
"BLCKFEET-00000038","Livermore Creek #1","Stream","Montana","MT40T002_010","Divide Creek",18547.2677889763,-113.175427800002,48.7675472200011
"BLCKFEET-00000039","South Fork Milk River #1","Stream","Montana","MT40T002_010","Divide Creek",8171.78344920409,-113.320341700002,48.6513138900011
"BLCKFEET-00000040","South Fork Milk River #2","Stream","Montana","MT40T002_010","Divide Creek",19076.6419846142,-113.165588900002,48.7576805600011
"BLCKFEET-00000042","North Fork Cut Bank Creek #2","Stream","Montana","MT40T002_010","Divide Creek",11846.6205170236,-113.286416700002,48.6086166700011
"BLCKFEET-00000043","North Fork Milk River #1","Stream","Montana","MT40T002_010","Divide Creek",25297.6135508726,-113.201283300002,48.9169194400011
"BLCKFEET-00000044","South Fork Cut Bank Creek #1","Stream","Montana","MT41M002_020","Midvale Creek",11968.7276899705,-113.273172200002,48.5577611100011
"BLCKFEET-00000047","Railroad Creek #1","Stream","Montana","MT41M002_010","Railroad Creek",2435.52717583754,-113.209727800002,48.4229416700011
"BLCKFEET-00000048","South Fork Two Medicine River #1","Stream","Montana","MT41M002_030","South Fork Two Medicine River",3483.92691132969,-113.154266700002,48.4056583300011
"BLCKFEET-00000049","North Fork Cut Bank Creek #3","Stream","Montana","MT40T002_010","Divide Creek",7028.39620923118,-113.354605600002,48.6115000000011
"BLCKFEET-00000052","Blacktail Creek #2","Stream","Montana","MT41M002_081","Birch Creek",2393.61984100676,-112.557355600002,48.3534055600012
"BLCKFEET-00000054","Flatiron Creek #1","Stream","Montana","MT41M002_020","Midvale Creek",24565.6048879114,-112.990266700002,48.5720444400011
"BLCKFEET-00000056","Midvale Creek #3","Stream","Montana","MT41M002_010","Railroad Creek",3422.9753560131,-113.207369400002,48.4336888900011
"BLCKFEET-00000058","Depot Creek #1","Stream","Montana","MT41M002_020","Midvale Creek",23662.2416562965,-112.987711100002,48.5541194400011
"BLCKFEET-00000060","St. Mary River #5","Stream","Montana","MT40T002_010","Divide Creek",10501.8492839795,-113.417925000002,48.8445611100011
"BLCKFEET-00000061","Cut Bank Creek #6","Stream","Montana","MT41L001_040","Cut Bank Creek",4984.77985067595,-112.423408300002,48.6899527800011
"BLCKFEET-00000065","Cut Bank Creek #8","Stream","Montana","MT41L001_040","Cut Bank Creek",15950.7378751484,-112.582875000002,48.6834055600011
"BLCKFEET-00000066","Big Rock Coulee","Stream","Montana","MT41L001_040","Cut Bank Creek",2816.68196679056,-112.389055600002,48.6854500000012
"BLCKFEET-00000067","Little Rock Coulee","Stream","Montana","MT41L001_040","Cut Bank Creek",7335.72475516996,-112.435738900002,48.7126527800011
"BLCKFEET-00000068","Cut Bank Creek #9","Stream","Montana","MT41M002_020","Midvale Creek",33975.468933676,-112.942808300002,48.6656666700011
"BLCKFEET-00000069","Greasewood #1","Stream","Montana","MT41M002_020","Midvale Creek",34017.1440465915,-112.943844400002,48.6668611100011
"BLCKFEET-00000070","Cut Bank Creek #10","Stream","Montana","MT41L001_040","Cut Bank Creek",11281.5952004418,-112.514922200002,48.6927138900011
"BLCKFEET-00000071","Spring Creek","Stream","Montana","MT41L001_040","Cut Bank Creek",227.016899672543,-112.333858300002,48.5863055600012
"BLCKFEET-00000082","Arnoux Creek","Stream","Montana","MT40T002_010","Divide Creek",18886.1881389588,-113.166608300002,48.7505250000011
"BLCKFEET-00000085","Milk River #4","Stream","Montana","MT41L001_040","Cut Bank Creek",45110.1301151064,-112.838088900002,48.9252400000011
"BLCKFEET-00000086","North Fork Milk River #2","Stream","Montana","MT40T002_010","Divide Creek",39144.5754604606,-113.031441700002,48.9797138900011
"BLCKFEET-00000088","Milk River #5","Stream","Montana","MT41L001_010","Old Maids Coulee",37179.0573189701,-112.662713900002,48.9631361100011
"BLCKFEET-00000092","John Weathered","Stream","Montana","MT40T002_010","Divide Creek",33835.3457222538,-113.167258300002,48.9977888900011
"BLCKFEET-00000104","Badger Creek #4","Stream","Montana","MT41M002_080","Birch Creek",15722.958080253,-112.583616700002,48.4823944400011
"BLCKFEET-00000105","Two Medicine River #10","Stream","Montana","MT41M002_080","Birch Creek",15840.0990911884,-112.583955600002,48.4834416700011
"BLCKFEET-00000106","South Fork Whitetail Creek #2","Stream","Montana","MT41M002_081","Birch Creek",8116.83251180716,-112.830027800002,48.2806611100011
"BLCKFEET-00000136","Connelly Ranch - Beaver Mimicry","Stream","Montana","MT41L001_040","Cut Bank Creek",30023.4309422964,-112.773069400002,48.6261916700011
"BLCKFEET-0000081B","Earl Vielle-Fox Creek","Stream","Montana","MT40T002_010","Divide Creek",8662.21863773424,-113.302077800002,48.6919027800011
"BLCKFEET-0000091A","Toad Creek #2","Stream","Montana","MT40T002_010","Divide Creek",13293.730201198,-113.241944400002,48.7435861100011
