ActivityTypeCode,ActivityMediaName,TADA.ActivityMediaName,ActivityMediaSubdivisionName,ResultSampleFractionText,TADA.ResultSampleFractionText,CharacteristicName,TADA.CharacteristicName,SubjectTaxonomicName,SampleTissueAnatomyName,MethodSpeciationName,TADA.MethodSpeciationName,TADA.ComparableDataIdentifier,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityStartDateTime,ResultMeasureValue,ResultMeasure.MeasureUnitCode,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,TADA.WQXResultUnitConversion,ResultValueTypeName,TADA.ResultMeasureValueDataTypes.Flag,ResultDetectionConditionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValue,TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureUnitCode,TADA.ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ActivityRelativeDepthName,ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityDepthHeightMeasure.MeasureUnitCode,TADA.ActivityDepthHeightMeasure.MeasureUnitCode,ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityTopDepthHeightMeasure.MeasureUnitCode,TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityBottomDepthHeightMeasure.MeasureUnitCode,TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode,ResultTimeBasisText,StatisticalBaseCode,ResultFileUrl,ResultAnalyticalMethod.MethodName,ResultAnalyticalMethod.MethodDescriptionText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodUrl,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionMethod.MethodDescriptionText,SampleCollectionEquipmentName,MeasureQualifierCode,ResultStatusIdentifier,ResultCommentText,ActivityCommentText,HydrologicCondition,HydrologicEvent,DataQuality.PrecisionValue,DataQuality.BiasValue,DataQuality.ConfidenceIntervalValue,DataQuality.UpperConfidenceLimitValue,DataQuality.LowerConfidenceLimitValue,SamplingDesignTypeCode,LaboratoryName,ResultLaboratoryCommentText,ResultIdentifier,ActivityIdentifier,OrganizationIdentifier,OrganizationFormalName,ProjectName,ProjectDescriptionText,ProjectIdentifier,ProjectFileUrl,QAPPApprovedIndicator,QAPPApprovalAgencyName,CountryCode,StateCode,CountyCode,MonitoringLocationName,TADA.MonitoringLocationName,MonitoringLocationTypeName,TADA.MonitoringLocationTypeName,MonitoringLocationDescriptionText,LatitudeMeasure,TADA.LatitudeMeasure,LongitudeMeasure,TADA.LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,HUCEightDigitCode,MonitoringLocationIdentifier,TADA.MonitoringLocationIdentifier,AquiferName,AquiferTypeName,LocalAqfrName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityConductingOrganizationText,SampleAquifer,ActivityLocation.LatitudeMeasure,ActivityLocation.LongitudeMeasure,ResultWeightBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,USGSPCode,BinaryObjectFileName,BinaryObjectFileTypeCode,AnalysisStartDate,ResultDetectionQuantitationLimitUrl,LabSamplePreparationUrl,ActivityStartTime.TimeZoneCode_offset,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,FormationTypeText,ProjectMonitoringLocationWeightingUrl,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,ProviderName,LastUpdated,TADA.Remove
Sample-Routine,Water,WATER,,Dissolved,DISSOLVED,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_DISSOLVED_AS N_MG/L,7/12/2021,11:10:00,MST,7/12/2021 18:10,0.447,mg/L,0.447,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058139,UTAHDWQ_WQX-UCASE2021-4900352-0712-4-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Probabilistic,This will include UCASE and any other monitoring with a random survey sampling design.,301,,N,,US,49,33,Sage Creek about 275 meters below confl North Fork,SAGE CREEK ABOUT 275 METERS BELOW CONFL NORTH FORK,River/Stream,RIVER/STREAM,,41.76785,41.76785,-111.17166,-111.17166,NAD83,16010101,UTAHDWQ_WQX-4900352,UTAHDWQ_WQX-4900352,,,,,,,,,,,,,Division of Water Quality,,41.76785,-111.17166,,,,,,,7/27/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-UCASE2021-4900352-0712-4-C/results/1025058139/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:29,FALSE
Sample-Routine,Water,WATER,,Total,TOTAL,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_TOTAL_AS N_MG/L,7/12/2021,11:10:00,MST,7/12/2021 18:10,0.49,mg/L,0.49,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058154,UTAHDWQ_WQX-UCASE2021-4900352-0712-4-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Probabilistic,This will include UCASE and any other monitoring with a random survey sampling design.,301,,N,,US,49,33,Sage Creek about 275 meters below confl North Fork,SAGE CREEK ABOUT 275 METERS BELOW CONFL NORTH FORK,River/Stream,RIVER/STREAM,,41.76785,41.76785,-111.17166,-111.17166,NAD83,16010101,UTAHDWQ_WQX-4900352,UTAHDWQ_WQX-4900352,,,,,,,,,,,,,Division of Water Quality,,41.76785,-111.17166,,,,,,,7/27/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-UCASE2021-4900352-0712-4-C/results/1025058154/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:29,FALSE
Quality Control Sample-Field Replicate,Water,WATER,,Total,TOTAL,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_TOTAL_AS N_MG/L,6/1/2021,10:10:00,MST,6/1/2021 17:10,0.484,mg/L,0.484,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058163,UTAHDWQ_WQX-LAKES210531-4900430-0601-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01 Replicate of 4900440,MANTUA RES AB DAM 01 REPLICATE OF 4900440,Lake,LAKE,Replicate of 4900440,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900430,UTAHDWQ_WQX-4900430,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,6/8/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210531-4900430-0601-2-C/results/1025058163/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:30,FALSE
Quality Control Sample-Field Replicate,Water,WATER,,Dissolved,DISSOLVED,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_DISSOLVED_AS N_MG/L,6/1/2021,10:10:00,MST,6/1/2021 17:10,0.359,mg/L,0.359,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058167,UTAHDWQ_WQX-LAKES210531-4900430-0601-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01 Replicate of 4900440,MANTUA RES AB DAM 01 REPLICATE OF 4900440,Lake,LAKE,Replicate of 4900440,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900430,UTAHDWQ_WQX-4900430,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,6/10/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210531-4900430-0601-2-C/results/1025058167/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:30,FALSE
Quality Control Sample-Field Replicate,Water,WATER,,Dissolved,DISSOLVED,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_DISSOLVED_AS N_MG/L,9/1/2021,9:20:00,MST,9/1/2021 16:20,0.652,mg/L,0.652,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058186,UTAHDWQ_WQX-LAKES210830-4900430-0901-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01 Replicate of 4900440,MANTUA RES AB DAM 01 REPLICATE OF 4900440,Lake,LAKE,Replicate of 4900440,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900430,UTAHDWQ_WQX-4900430,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,9/21/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210830-4900430-0901-2-C/results/1025058186/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:31,FALSE
Quality Control Sample-Field Replicate,Water,WATER,,Total,TOTAL,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_TOTAL_AS N_MG/L,9/1/2021,9:20:00,MST,9/1/2021 16:20,0.67,mg/L,0.67,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058187,UTAHDWQ_WQX-LAKES210830-4900430-0901-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01 Replicate of 4900440,MANTUA RES AB DAM 01 REPLICATE OF 4900440,Lake,LAKE,Replicate of 4900440,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900430,UTAHDWQ_WQX-4900430,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,9/9/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210830-4900430-0901-2-C/results/1025058187/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:31,FALSE
Sample-Integrated Vertical Profile,Water,WATER,,Dissolved,DISSOLVED,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_DISSOLVED_AS N_MG/L,6/1/2021,9:50:00,MST,6/1/2021 16:50,0.361,mg/L,0.361,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058191,UTAHDWQ_WQX-LAKES210531-4900440-0601-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01,MANTUA RES AB DAM 01,Lake,LAKE,,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900440,UTAHDWQ_WQX-4900440,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,6/10/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210531-4900440-0601-2-C/results/1025058191/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:31,FALSE
Sample-Integrated Vertical Profile,Water,WATER,,Total,TOTAL,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_TOTAL_AS N_MG/L,6/1/2021,9:50:00,MST,6/1/2021 16:50,0.426,mg/L,0.426,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058200,UTAHDWQ_WQX-LAKES210531-4900440-0601-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01,MANTUA RES AB DAM 01,Lake,LAKE,,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900440,UTAHDWQ_WQX-4900440,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,6/8/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210531-4900440-0601-2-C/results/1025058200/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:31,FALSE
Sample-Routine,Water,WATER,,Dissolved,DISSOLVED,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_DISSOLVED_AS N_MG/L,6/1/2021,10:00:00,MST,6/1/2021 17:00,0.359,mg/L,0.359,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Bottom,4.95,4.95,Numeric,m,m,,,NA - Not Available,,,,,NA - Not Available,,,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058214,UTAHDWQ_WQX-LAKES210531-4900440-0601-29-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01,MANTUA RES AB DAM 01,Lake,LAKE,,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900440,UTAHDWQ_WQX-4900440,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,6/10/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210531-4900440-0601-29-C/results/1025058214/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:32,FALSE
Sample-Routine,Water,WATER,,Total,TOTAL,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_TOTAL_AS N_MG/L,6/1/2021,10:00:00,MST,6/1/2021 17:00,0.424,mg/L,0.424,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Bottom,4.95,4.95,Numeric,m,m,,,NA - Not Available,,,,,NA - Not Available,,,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058217,UTAHDWQ_WQX-LAKES210531-4900440-0601-29-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01,MANTUA RES AB DAM 01,Lake,LAKE,,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900440,UTAHDWQ_WQX-4900440,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,6/8/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210531-4900440-0601-29-C/results/1025058217/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:32,FALSE
Sample-Integrated Vertical Profile,Water,WATER,,Dissolved,DISSOLVED,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_DISSOLVED_AS N_MG/L,9/1/2021,9:30:00,MST,9/1/2021 16:30,0.486,mg/L,0.486,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058245,UTAHDWQ_WQX-LAKES210830-4900440-0901-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01,MANTUA RES AB DAM 01,Lake,LAKE,,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900440,UTAHDWQ_WQX-4900440,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,9/21/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210830-4900440-0901-2-C/results/1025058245/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:33,FALSE
Sample-Integrated Vertical Profile,Water,WATER,,Total,TOTAL,Nitrogen,NITROGEN,,,as N,AS N,NITROGEN_TOTAL_AS N_MG/L,9/1/2021,9:30:00,MST,9/1/2021 16:30,1.28,mg/L,1.28,MG/L,Convert,Actual,Numeric,,Lower Reporting Limit,0.2,mg/L,0.2,MG/L,Numeric,,,NA - Not Available,,,,Surface,,,NA - Not Available,,,0,0,Numeric,m,m,2,2,Numeric,m,m,,,,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,D8083-16,ASTM,,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),,Accepted,,,,,,,,,,"Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",Utah DOH Division of Epidemilogy and Laboratory Services,,STORET-1025058255,UTAHDWQ_WQX-LAKES210830-4900440-0901-2-C,UTAHDWQ_WQX,Utah Department Of Environmental Quality,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.",302,,,,US,49,3,MANTUA RES AB DAM 01,MANTUA RES AB DAM 01,Lake,LAKE,,41.50133,41.50133,-111.94106,-111.94106,NAD83,16010204,UTAHDWQ_WQX-4900440,UTAHDWQ_WQX-4900440,,,,,,,,,,,,,Division of Water Quality,,41.50133,-111.94106,,,,,,,9/9/2021,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES210830-4900440-0901-2-C/results/1025058255/resdetectqntlmts,,7,,,,GPS-Unspecified,,,,,,,,,,,,,STORET,2024-05-08T04:59:33,FALSE
